,tag_1,tag_2,count
81109,Jazz Rock,Fusion,18
81120,Jazz Rock,Progressive rock,30
81130,Jazz Rock,american,19
81144,Jazz Rock,classic rock,107
81176,Jazz Rock,jazz,65
81178,Jazz Rock,jazz fusion,23
81180,Jazz Rock,jazz-rock,15
81193,Jazz Rock,pop,26
81201,Jazz Rock,rock,82
81207,Jazz Rock,soft rock,26
82786,Kanye West,Hip-Hop,38
82821,Kanye West,american,17
82843,Kanye West,hip hop,38
82875,Kanye West,pop,16
82885,Kanye West,rap,38
82887,Kanye West,rnb,25
83528,Kelly Clarkson,female vocalists,26
83559,Kelly Clarkson,pop,27
83561,Kelly Clarkson,pop rock,27
83566,Kelly Clarkson,rock,27
83893,Kitsune,dance-punk,21
83899,Kitsune,electro,22
83903,Kitsune,electronic,26
83916,Kitsune,folktronica,16
83922,Kitsune,indie,26
83948,Kitsune,spanish,19
84222,Korean,2NE1,15
84241,Korean,Kpop,15
84260,Korean,dance,45
84272,Korean,female vocalists,19
84290,Korean,k-pop,64
84305,Korean,pop,40
84318,Korean,yg family,26
84728,Kpop,2NE1,15
84743,Kpop,Korean,15
84766,Kpop,dance,15
84778,Kpop,female vocalists,15
84796,Kpop,k-pop,15
84811,Kpop,pop,15
84824,Kpop,yg family,15
85574,Lady Gaga,dance,16
85582,Lady Gaga,electronic,16
85590,Lady Gaga,female vocalist,16
85591,Lady Gaga,female vocalists,16
85623,Lady Gaga,pop,16
85831,LastfmSC,alternative,22
85840,LastfmSC,american,19
85884,LastfmSC,electronic,22
85896,LastfmSC,female vocalists,15
85899,LastfmSC,folk,16
85916,LastfmSC,indie,31
85920,LastfmSC,indie folk,15
85921,LastfmSC,indie pop,26
85950,LastfmSC,pop,30
85971,LastfmSC,singer-songwriter,15
86165,Latin Rock,blues,26
86174,Latin Rock,classic rock,26
86193,Latin Rock,guitar,26
86204,Latin Rock,latin,28
86224,Latin Rock,rock,28
86440,Leeds,art rock,17
86445,Leeds,british,20
86455,Leeds,dream pop,16
86462,Leeds,experimental,18
86469,Leeds,indie,20
86472,Leeds,indie pop,19
86473,Leeds,indie rock,19
86690,Like,All,23
86767,Like,alternative,26
86777,Like,american,20
86833,Like,electronic,17
86834,Like,electronica,15
86877,Like,indie,34
86881,Like,indie pop,24
86882,Like,indie rock,22
86897,Like,los angeles,15
86904,Like,male vocalists,16
86929,Like,pop,24
86950,Like,rock,15
86962,Like,singer-songwriter,15
87018,Lil Wayne,Asher Roth,18
87031,Lil Wayne,Eminem,36
87038,Lil Wayne,Hip-Hop,66
87050,Lil Wayne,Mac Dre,22
87059,Lil Wayne,New Orleans,50
87072,Lil Wayne,The Cool Kids,50
87073,Lil Wayne,The Pack,18
87084,Lil Wayne,american,15
87108,Lil Wayne,g-eazy,22
87111,Lil Wayne,gym class heroes,22
87112,Lil Wayne,hip hop,52
87127,Lil Wayne,juvenile,40
87131,Lil Wayne,kidz in the hall,18
87153,Lil Wayne,pnc,22
87154,Lil Wayne,pop,25
87167,Lil Wayne,rap,66
87254,Linkin Park,alternative,18
87259,Linkin Park,alternative rock,18
87289,Linkin Park,rapcore,17
87291,Linkin Park,rock,18
87487,Lo-Fi,00s,111
87490,Lo-Fi,10s,40
87496,Lo-Fi,2010s,20
87507,Lo-Fi,80s-influenced,24
87510,Lo-Fi,90s,55
87514,Lo-Fi,All,32
87515,Lo-Fi,Alt-country,96
87525,Lo-Fi,Avant-Garde,21
87526,Lo-Fi,Awesome,27
87545,Lo-Fi,Brooklyn,33
87547,Lo-Fi,California,24
87549,Lo-Fi,Canadian,49
87566,Lo-Fi,Dreamy,46
87575,Lo-Fi,Elephant 6,32
87577,Lo-Fi,Experimental Rock,20
87595,Lo-Fi,Garage Rock,78
87602,Lo-Fi,Grunge,36
87608,Lo-Fi,Hip-Hop,76
87629,Lo-Fi,Love,21
87633,Lo-Fi,Mellow,65
87650,Lo-Fi,Neo-Psychedelia,43
87652,Lo-Fi,New Weird America,67
87694,Lo-Fi,Psychedelic Rock,69
87701,Lo-Fi,Recommended,23
87727,Lo-Fi,Surf,61
87739,Lo-Fi,UK,19
87741,Lo-Fi,USA,90
87753,Lo-Fi,a campire and a tent and a flashlight and some matches and a tree and that river and my glasses and a spaceship and a really really big bear but the bear is really really far away,45
87761,Lo-Fi,acoustic,156
87776,Lo-Fi,alternative,459
87781,Lo-Fi,alternative rock,169
87784,Lo-Fi,ambient,274
87788,Lo-Fi,american,365
87790,Lo-Fi,americana,60
87797,Lo-Fi,anticon,18
87798,Lo-Fi,art pop,16
87801,Lo-Fi,art rock,17
87805,Lo-Fi,atlanta,36
87810,Lo-Fi,australian,37
87817,Lo-Fi,balearic,22
87825,Lo-Fi,baroque pop,17
87830,Lo-Fi,beach rock,49
87834,Lo-Fi,beautiful,37
87836,Lo-Fi,bedroom,15
87837,Lo-Fi,bedroom pop,42
87848,Lo-Fi,blues,27
87861,Lo-Fi,british,58
87869,Lo-Fi,canada,22
87879,Lo-Fi,chamber pop,30
87880,Lo-Fi,check out,15
87886,Lo-Fi,chill,51
87891,Lo-Fi,chillout,110
87894,Lo-Fi,chillwave,312
87902,Lo-Fi,cloud rap,20
87913,Lo-Fi,country,15
87923,Lo-Fi,dance,21
87930,Lo-Fi,dark folk,40
87947,Lo-Fi,downtempo,119
87951,Lo-Fi,dream pop,418
87960,Lo-Fi,dubstep,17
87962,Lo-Fi,duos,16
87968,Lo-Fi,electro,19
87974,Lo-Fi,electronic,647
87977,Lo-Fi,electronica,126
87978,Lo-Fi,electropop,80
87983,Lo-Fi,emo,21
87994,Lo-Fi,experimental,680
88006,Lo-Fi,favorites,39
88009,Lo-Fi,female,15
88016,Lo-Fi,female vocalist,29
88017,Lo-Fi,female vocalists,245
88024,Lo-Fi,folk,610
88029,Lo-Fi,folk rock,104
88035,Lo-Fi,folktronica,22
88039,Lo-Fi,freak folk,133
88042,Lo-Fi,funk,19
88055,Lo-Fi,garage,21
88057,Lo-Fi,garage pop,55
88079,Lo-Fi,glitch,53
88082,Lo-Fi,glitch-hop,74
88083,Lo-Fi,glo-fi,55
88096,Lo-Fi,guitar,18
88132,Lo-Fi,idm,42
88136,Lo-Fi,indie,1562
88139,Lo-Fi,indie folk,244
88141,Lo-Fi,indie pop,464
88143,Lo-Fi,indie rock,732
88152,Lo-Fi,indietronica,44
88154,Lo-Fi,instrumental,16
88166,Lo-Fi,jangle pop,17
88167,Lo-Fi,jazz,18
88176,Lo-Fi,kickasstic,22
88199,Lo-Fi,los angeles,18
88215,Lo-Fi,male vocalists,83
88220,Lo-Fi,melancholic,22
88221,Lo-Fi,melancholy,32
88263,Lo-Fi,new wave,93
88264,Lo-Fi,new york,48
88272,Lo-Fi,noise,117
88274,Lo-Fi,noise pop,188
88275,Lo-Fi,noise rock,58
88299,Lo-Fi,pay attention,22
88313,Lo-Fi,pop,266
88318,Lo-Fi,portland,18
88327,Lo-Fi,post-dubstep,58
88330,Lo-Fi,post-hardcore,59
88331,Lo-Fi,post-punk,116
88332,Lo-Fi,post-rock,39
88350,Lo-Fi,psychadelic,29
88351,Lo-Fi,psychedelic,557
88353,Lo-Fi,psychedelic folk,36
88354,Lo-Fi,psychedelic pop,63
88358,Lo-Fi,punk,36
88371,Lo-Fi,rap,17
88382,Lo-Fi,rnb,40
88383,Lo-Fi,rock,304
88386,Lo-Fi,sad,18
88387,Lo-Fi,sadcore,20
88395,Lo-Fi,seattle,19
88418,Lo-Fi,shoegaze,91
88419,Lo-Fi,shoegaze hip-hop,41
88426,Lo-Fi,singer-songwriter,359
88432,Lo-Fi,slowcore,31
88433,Lo-Fi,smooth,46
88439,Lo-Fi,songwriter,18
88442,Lo-Fi,soul,26
88470,Lo-Fi,surf pop,27
88471,Lo-Fi,surf rock,97
88480,Lo-Fi,synth pop,19
88482,Lo-Fi,synthpop,112
88497,Lo-Fi,toronto,23
88504,Lo-Fi,trip-hop,39
88512,Lo-Fi,twee,20
89150,Love,00s,127
89174,Love,80s,24
89177,Love,90s,45
89178,Love,<3,19
89180,Love,Acoustic Rock,20
89190,Love,Alt-country,18
89200,Love,Awesome,44
89203,Love,Ballad,17
89227,Love,Canadian,17
89256,Love,Disney,16
89278,Love,Favorite,34
89282,Love,Favourites,16
89325,Love,Hip-Hop,26
89383,Love,Lo-Fi,21
89398,Love,Mellow,70
89451,Love,Pop-Rock,28
89507,Love,Soundtrack,17
89538,Love,UK,38
89540,Love,USA,67
89543,Love,United States,15
89569,Love,acoustic,85
89586,Love,alternative,142
89594,Love,alternative rock,95
89598,Love,amazing,41
89604,Love,american,123
89652,Love,beautiful,68
89676,Love,blues,37
89693,Love,british,44
89701,Love,britpop,35
89717,Love,canada,15
89734,Love,chill,46
89736,Love,chillout,62
89750,Love,classic rock,27
89766,Love,country,19
89779,Love,dance,56
89783,Love,dance-pop,20
89822,Love,diva,23
89845,Love,easy listening,37
89850,Love,electro,15
89853,Love,electronic,64
89857,Love,electronica,28
89858,Love,electropop,26
89868,Love,emo,50
89874,Love,england,15
89875,Love,english,44
89884,Love,experimental,24
89893,Love,favorites,96
89897,Love,female,61
89912,Love,female vocalist,69
89913,Love,female vocalists,81
89914,Love,female vocals,22
89924,Love,folk,68
89928,Love,folk rock,34
89943,Love,funk,23
90001,Love,guilty pleasure,23
90002,Love,guitar,25
90018,Love,hip hop,19
90031,Love,hot,18
90042,Love,indie,120
90044,Love,indie folk,33
90046,Love,indie pop,82
90047,Love,indie rock,95
90078,Love,jazz,41
90135,Love,legend,21
90182,Love,male vocalist,29
90183,Love,male vocalists,112
90195,Love,melancholy,23
90254,Love,new wave,19
90315,Love,piano,27
90325,Love,pop,181
90329,Love,pop punk,21
90331,Love,pop rock,92
90347,Love,power pop,15
90366,Love,punk,34
90368,Love,punk rock,20
90380,Love,r and b,16
90382,Love,r&b,35
90402,Love,rhythm and blues,21
90403,Love,rnb,46
90405,Love,rock,162
90415,Love,romantic,22
90445,Love,sexy,55
90459,Love,singer-songwriter,134
90475,Love,smooth,15
90483,Love,soft rock,42
90488,Love,soul,68
90522,Love,synthpop,15
90589,Love,urban,23
90643,Love Metal,Gothic,17
90644,Love Metal,Gothic Metal,15
90645,Love Metal,Gothic Rock,71
90656,Love Metal,finnish,57
90665,Love Metal,metal,53
90668,Love Metal,rock,66
90957,Ludacris,Dirty South,25
90961,Ludacris,Hip-Hop,27
90981,Ludacris,hip hop,27
90994,Ludacris,rap,27
91328,Lupe Fiasco,Hip-Hop,16
91369,Lupe Fiasco,hip hop,16
91394,Lupe Fiasco,rap,16
91413,Lupe Fiasco,underground hip-hop,16
92333,Mac Dre,Asher Roth,18
92337,Mac Dre,Eminem,22
92342,Mac Dre,Hip-Hop,22
92348,Mac Dre,Lil Wayne,22
92353,Mac Dre,New Orleans,22
92361,Mac Dre,The Cool Kids,22
92362,Mac Dre,The Pack,18
92371,Mac Dre,g-eazy,22
92372,Mac Dre,gym class heroes,22
92373,Mac Dre,hip hop,22
92378,Mac Dre,juvenile,22
92380,Mac Dre,kidz in the hall,18
92389,Mac Dre,pnc,22
92393,Mac Dre,rap,22
92540,Madonna,80s,16
92614,Madonna,dance,18
92631,Madonna,electronic,18
92640,Madonna,female vocalists,18
92701,Madonna,pop,18
92854,Mainstream Hardcore,Gabber,16
92855,Mainstream Hardcore,Hard,16
92856,Mainstream Hardcore,ana,16
92857,Mainstream Hardcore,breda,16
92858,Mainstream Hardcore,core,16
92859,Mainstream Hardcore,dance,16
92860,Mainstream Hardcore,electronic,16
92861,Mainstream Hardcore,elektro-gabba-schranz-hardcore,16
92862,Mainstream Hardcore,hardcore,16
92863,Mainstream Hardcore,hardcore techno,16
92864,Mainstream Hardcore,hardmony,16
92865,Mainstream Hardcore,hiphop,16
92866,Mainstream Hardcore,immune,16
92867,Mainstream Hardcore,industrial,16
92868,Mainstream Hardcore,mythology,16
92869,Mainstream Hardcore,nul,16
92870,Mainstream Hardcore,omi,16
92871,Mainstream Hardcore,reggae,16
92872,Mainstream Hardcore,the third movement,16
92873,Mainstream Hardcore,ttm,16
92874,Mainstream Hardcore,under 2000 listeners,16
93064,Manchester,80s,35
93065,Manchester,90s,22
93098,Manchester,UK,32
93103,Manchester,alternative,85
93106,Manchester,alternative rock,64
93118,Manchester,british,85
93121,Manchester,britpop,46
93139,Manchester,electronic,16
93168,Manchester,indie,84
93170,Manchester,indie pop,37
93171,Manchester,indie rock,75
93181,Manchester,madchester,15
93184,Manchester,male vocalists,20
93189,Manchester,new wave,28
93194,Manchester,pop,40
93197,Manchester,post-punk,25
93207,Manchester,rock,66
93466,Mariah Carey,female vocalists,43
93486,Mariah Carey,pop,44
93493,Mariah Carey,rnb,44
93501,Mariah Carey,soul,44
94434,Mellow,00s,119
94452,Mellow,60s,16
94454,Mellow,70s,19
94455,Mellow,80s,16
94456,Mellow,90s,56
94459,Mellow,Acoustic Rock,38
94465,Mellow,All,17
94466,Mellow,Alt-country,57
94473,Mellow,Awesome,32
94493,Mellow,Canadian,26
94520,Mellow,Dreamy,20
94534,Mellow,Favorite,26
94537,Mellow,Favourites,17
94551,Mellow,Great Lyricists,17
94592,Mellow,Lo-Fi,65
94593,Mellow,Love,70
94618,Mellow,New Weird America,17
94662,Mellow,Scottish,21
94705,Mellow,UK,53
94707,Mellow,USA,66
94722,Mellow,acoustic,408
94739,Mellow,alternative,339
94740,Mellow,alternative country,15
94745,Mellow,alternative rock,132
94748,Mellow,amazing,15
94750,Mellow,ambient,57
94752,Mellow,american,174
94754,Mellow,americana,47
94762,Mellow,art pop,16
94763,Mellow,art rock,15
94767,Mellow,atmospheric,17
94786,Mellow,baroque pop,27
94792,Mellow,beautiful,81
94808,Mellow,blues,55
94817,Mellow,british,118
94822,Mellow,britpop,30
94831,Mellow,canada,22
94842,Mellow,chamber pop,37
94848,Mellow,chill,126
94851,Mellow,chillout,160
94859,Mellow,classic rock,33
94874,Mellow,country,26
94885,Mellow,dance,16
94910,Mellow,downtempo,49
94913,Mellow,dream pop,60
94924,Mellow,easy listening,54
94928,Mellow,electro,16
94931,Mellow,electronic,97
94932,Mellow,electronica,52
94938,Mellow,emo,29
94941,Mellow,english,27
94944,Mellow,ethereal,16
94947,Mellow,experimental,78
94951,Mellow,favorites,94
94955,Mellow,female,69
94961,Mellow,female vocalist,87
94962,Mellow,female vocalists,117
94963,Mellow,female vocals,20
94976,Mellow,folk,399
94982,Mellow,folk rock,100
94986,Mellow,folk-rock,31
94991,Mellow,freak folk,21
94998,Mellow,funk,27
95038,Mellow,groovy,15
95039,Mellow,guitar,52
95070,Mellow,indie,471
95073,Mellow,indie folk,138
95074,Mellow,indie pop,238
95075,Mellow,indie rock,244
95083,Mellow,indietronica,16
95085,Mellow,instrumental,23
95089,Mellow,irish,24
95101,Mellow,jazz,55
95112,Mellow,jecks,16
95147,Mellow,lounge,26
95161,Mellow,male vocalist,19
95162,Mellow,male vocalists,169
95166,Mellow,melancholic,59
95167,Mellow,melancholy,57
95228,Mellow,norwegian,43
95241,Mellow,oldies,16
95256,Mellow,piano,41
95258,Mellow,piano rock,15
95264,Mellow,pop,244
95267,Mellow,pop rock,41
95285,Mellow,post-rock,29
95297,Mellow,psychedelic,32
95316,Mellow,relax,19
95317,Mellow,relaxing,18
95320,Mellow,rnb,16
95322,Mellow,rock,253
95327,Mellow,sad,20
95328,Mellow,sadcore,25
95332,Mellow,scandinavian,27
95348,Mellow,sexy,19
95351,Mellow,shoegaze,27
95361,Mellow,singer songwriter,20
95362,Mellow,singer-songwriter,387
95371,Mellow,slowcore,35
95375,Mellow,soft,20
95376,Mellow,soft rock,31
95378,Mellow,songwriter,17
95383,Mellow,soul,67
95406,Mellow,swedish,15
95442,Mellow,trip hop,17
95443,Mellow,trip-hop,36
95545,Melodic Death Metal,Celtic Folk Metal,24
95553,Melodic Death Metal,Female fronted metal,25
95572,Melodic Death Metal,Nu Metal,56
95579,Melodic Death Metal,Power metal,41
95581,Melodic Death Metal,Progressive metal,31
95582,Melodic Death Metal,Progressive rock,15
95596,Melodic Death Metal,Swedish Metal,32
95609,Melodic Death Metal,acoustic,28
95611,Melodic Death Metal,alternative,28
95612,Melodic Death Metal,alternative metal,78
95624,Melodic Death Metal,black metal,15
95628,Melodic Death Metal,british,35
95635,Melodic Death Metal,celtic metal,32
95644,Melodic Death Metal,death metal,241
95674,Melodic Death Metal,finnish,26
95677,Melodic Death Metal,folk,104
95678,Melodic Death Metal,folk metal,47
95692,Melodic Death Metal,hardcore,39
95694,Melodic Death Metal,heavy metal,38
95699,Melodic Death Metal,indie,32
95720,Melodic Death Metal,melodic metal,36
95722,Melodic Death Metal,metal,262
95723,Melodic Death Metal,metalcore,43
95736,Melodic Death Metal,pagan metal,48
95749,Melodic Death Metal,progressive death metal,30
95764,Melodic Death Metal,rock,36
95772,Melodic Death Metal,singer-songwriter,21
95776,Melodic Death Metal,swedish,96
95785,Melodic Death Metal,thrash metal,27
95790,Melodic Death Metal,viking metal,77
96627,Michigan,Hip-Hop,15
96690,Michigan,detroit,17
96724,Michigan,hip hop,15
96770,Michigan,rap,15
97093,Mike Will Made It,2014,17
97094,Mike Will Made It,Hip-Hop,17
97101,Mike Will Made It,rap,17
97102,Mike Will Made It,urban,17
97226,Miley Cyrus,Demi Lovato,15
97228,Miley Cyrus,Disney,21
97270,Miley Cyrus,Selena Gomez,18
97293,Miley Cyrus,amazing,15
97296,Miley Cyrus,american,27
97326,Miley Cyrus,dance,38
97352,Miley Cyrus,female vocalist,15
97353,Miley Cyrus,female vocalists,38
97365,Miley Cyrus,guilty pleasure,31
97415,Miley Cyrus,pop,38
97417,Miley Cyrus,pop rock,16
97429,Miley Cyrus,rnb,15
97437,Miley Cyrus,sexy,19
97449,Miley Cyrus,teen pop,21
100149,NWOBHM,80s,19
100168,NWOBHM,british,26
100171,NWOBHM,classic rock,38
100175,NWOBHM,hard rock,61
100176,NWOBHM,heavy metal,72
100180,NWOBHM,metal,68
100186,NWOBHM,rock,38
100258,NYC,USA,15
100265,NYC,alternative,16
100272,NYC,american,20
100389,NYC,new york,20
100429,NYC,rock,15
100547,Nashville,Alt-country,38
100555,Nashville,Recommended,41
100558,Nashville,Spacebomb,16
100563,Nashville,USA,17
100570,Nashville,americana,37
100584,Nashville,female vocalists,38
100585,Nashville,folk,31
100591,Nashville,indie,42
100595,Nashville,kickasstic,41
100598,Nashville,pay attention,41
100599,Nashville,pop,22
100606,Nashville,singer-songwriter,25
100770,Ne-Yo,Hip-Hop,38
100778,Ne-Yo,pop,33
100784,Ne-Yo,rnb,38
100788,Ne-Yo,soul,38
101150,Need to scrobble,10s,33
101152,Need to scrobble,2010s,16
101157,Need to scrobble,Albanian,16
101166,Need to scrobble,Energetic,16
101182,Need to scrobble,Queen Bumble Bee,16
101190,Need to scrobble,albania,16
101191,Need to scrobble,alternative,34
101196,Need to scrobble,american,34
101207,Need to scrobble,check out this,16
101215,Need to scrobble,dance,34
101216,Need to scrobble,dance pop,33
101219,Need to scrobble,deep,16
101222,Need to scrobble,discovered on facebook,33
101225,Need to scrobble,electro,17
101227,Need to scrobble,electronic,34
101229,Need to scrobble,electropop,17
101234,Need to scrobble,female,16
101235,Need to scrobble,female vocalists,34
101244,Need to scrobble,indie,35
101247,Need to scrobble,indie folk,16
101249,Need to scrobble,indie pop,17
101264,Need to scrobble,piano,16
101265,Need to scrobble,pop,34
101267,Need to scrobble,power pop,16
101277,Need to scrobble,singer-songwriter,33
101278,Need to scrobble,someone special to me made me discover,33
101280,Need to scrobble,summer,16
101356,Nelly,Hip-Hop,33
101368,Nelly,hip hop,33
101381,Nelly,rap,32
101383,Nelly,rnb,33
101417,Neo Soul,00s,19
101457,Neo Soul,Electro Pop,35
101471,Neo Soul,Hip-Hop,34
101498,Neo Soul,Neo-Soul,78
101526,Neo Soul,USA,20
101542,Neo Soul,alternative,28
101555,Neo Soul,american,49
101568,Neo Soul,british,44
101578,Neo Soul,chillout,15
101613,Neo Soul,electronic,57
101617,Neo Soul,electronica,16
101618,Neo Soul,electropop,18
101622,Neo Soul,experimental,44
101634,Neo Soul,female vocalists,17
101642,Neo Soul,funk,64
101644,Neo Soul,funky,18
101666,Neo Soul,hip hop,25
101673,Neo Soul,indie,42
101677,Neo Soul,indie pop,25
101685,Neo Soul,jazz,29
101706,Neo Soul,male vocalists,40
101728,Neo Soul,new wave,35
101737,Neo Soul,nu soul,23
101751,Neo Soul,pop,68
101770,Neo Soul,r and b,19
101772,Neo Soul,r&b,39
101785,Neo Soul,rhythm and blues,28
101786,Neo Soul,rnb,66
101787,Neo Soul,rock,20
101800,Neo Soul,sexy,16
101804,Neo Soul,singer-songwriter,29
101807,Neo Soul,smooth,21
101814,Neo Soul,soul,109
101827,Neo Soul,synthpop,34
101909,Neo-Psychedelia,00s,42
101910,Neo-Psychedelia,10s,17
101913,Neo-Psychedelia,90s,16
101941,Neo-Psychedelia,Experimental Rock,27
101948,Neo-Psychedelia,Garage Rock,16
101964,Neo-Psychedelia,Lo-Fi,43
101972,Neo-Psychedelia,New Weird America,16
101995,Neo-Psychedelia,Psychedelic Rock,80
102010,Neo-Psychedelia,USA,34
102022,Neo-Psychedelia,alternative,104
102028,Neo-Psychedelia,alternative rock,70
102031,Neo-Psychedelia,ambient,22
102035,Neo-Psychedelia,american,75
102040,Neo-Psychedelia,art rock,30
102048,Neo-Psychedelia,australian,16
102065,Neo-Psychedelia,british,24
102096,Neo-Psychedelia,dream pop,44
102103,Neo-Psychedelia,electronic,70
102105,Neo-Psychedelia,electronica,21
102112,Neo-Psychedelia,experimental,84
102120,Neo-Psychedelia,folk,40
102121,Neo-Psychedelia,folk rock,15
102124,Neo-Psychedelia,freak folk,16
102163,Neo-Psychedelia,indie,118
102166,Neo-Psychedelia,indie folk,19
102167,Neo-Psychedelia,indie pop,84
102168,Neo-Psychedelia,indie rock,113
102193,Neo-Psychedelia,male vocalists,36
102215,Neo-Psychedelia,noise pop,16
102230,Neo-Psychedelia,pop,60
102237,Neo-Psychedelia,post-punk,23
102238,Neo-Psychedelia,post-rock,19
102248,Neo-Psychedelia,psychedelic,111
102249,Neo-Psychedelia,psychedelic folk,18
102250,Neo-Psychedelia,psychedelic pop,55
102260,Neo-Psychedelia,rock,105
102271,Neo-Psychedelia,shoegaze,33
102283,Neo-Psychedelia,space rock,15
102321,Neo-Soul,00s,26
102323,Neo-Soul,10s,18
102337,Neo-Soul,90s,16
102342,Neo-Soul,All,16
102384,Neo-Soul,Hip-Hop,140
102417,Neo-Soul,Neo Soul,78
102447,Neo-Soul,Stones throw,29
102452,Neo-Soul,UK,26
102455,Neo-Soul,USA,20
102477,Neo-Soul,alternative,60
102483,Neo-Soul,alternative rnb,20
102492,Neo-Soul,american,68
102513,Neo-Soul,blues,18
102519,Neo-Soul,british,36
102530,Neo-Soul,chillout,25
102536,Neo-Soul,contemporary r&b,16
102545,Neo-Soul,dance,23
102575,Neo-Soul,electronic,54
102577,Neo-Soul,electronica,21
102586,Neo-Soul,experimental,30
102596,Neo-Soul,female,23
102600,Neo-Soul,female vocalist,32
102601,Neo-Soul,female vocalists,69
102611,Neo-Soul,funk,113
102613,Neo-Soul,funky,31
102644,Neo-Soul,hip hop,73
102655,Neo-Soul,indie,54
102659,Neo-Soul,indie pop,22
102671,Neo-Soul,jazz,41
102701,Neo-Soul,male vocalists,53
102750,Neo-Soul,piano,22
102753,Neo-Soul,pop,97
102766,Neo-Soul,psychedelic,15
102772,Neo-Soul,r and b,24
102775,Neo-Soul,r&b,92
102776,Neo-Soul,r'n'b,20
102780,Neo-Soul,rap,34
102790,Neo-Soul,rhythm and blues,37
102791,Neo-Soul,rnb,195
102792,Neo-Soul,rock,29
102812,Neo-Soul,sexy,23
102820,Neo-Soul,singer-songwriter,89
102825,Neo-Soul,smooth,27
102832,Neo-Soul,soul,285
102876,Neo-Soul,urban,16
103011,New Orleans,Asher Roth,18
103017,New Orleans,Eminem,36
103023,New Orleans,Hip-Hop,52
103030,New Orleans,Lil Wayne,50
103033,New Orleans,Mac Dre,22
103045,New Orleans,The Cool Kids,50
103046,New Orleans,The Pack,18
