,tag_1,tag_2,score
17339,contemporary folk,singer-songwriter,0.124596417216
17340,contemporary r&b,singer-songwriter,0.0058025504393
17341,cool,singer-songwriter,0.0276547084767
17342,country,singer-songwriter,2.65794374015
17343,country rock,singer-songwriter,0.0167960888453
17344,cute,singer-songwriter,0.00866649612937
17345,dance,singer-songwriter,0.315421145422
17346,dance pop,singer-songwriter,0.0690346028791
17347,dance-pop,singer-songwriter,0.0231051165032
17348,danish,singer-songwriter,0.257383542539
17349,deep,singer-songwriter,0.00681399982498
17350,discovered on facebook,singer-songwriter,0.127522325082
17351,diva,singer-songwriter,0.0519902416074
17352,downtempo,singer-songwriter,0.22846067519
17353,dream pop,singer-songwriter,0.124193866349
17354,drone,singer-songwriter,0.018826685503
17355,dub,singer-songwriter,0.00320857829091
17356,easy listening,singer-songwriter,0.210125492101
17357,easy-listening,singer-songwriter,0.115706389823
17358,electro,singer-songwriter,0.011941746668
17359,electronic,singer-songwriter,1.92349591342
17360,electronica,singer-songwriter,0.183715337277
17361,electropop,singer-songwriter,0.104519366979
17362,emo,singer-songwriter,0.0462718288505
17363,england,singer-songwriter,0.0731683912686
17364,english,singer-songwriter,0.392681771075
17365,ethereal,singer-songwriter,0.00288557641005
17366,experimental,singer-songwriter,2.55088826437
17367,favorites,singer-songwriter,0.455562913434
17368,female,singer-songwriter,2.83569225731
17369,female artists,singer-songwriter,0.0365204033112
17370,female vocal,singer-songwriter,0.00841275921296
17371,female vocalist,singer-songwriter,4.6784468265
17372,female vocalists,singer-songwriter,278.084357198
17373,female vocals,singer-songwriter,0.033159055235
17374,folk,singer-songwriter,1857.72998084
17375,folk pop,singer-songwriter,0.179324871427
17376,folk rock,singer-songwriter,6.58343848964
17377,folk-rock,singer-songwriter,0.161877010389
17378,folktronica,singer-songwriter,0.0139737151111
17379,freak folk,singer-songwriter,0.58652851943
17380,french,singer-songwriter,0.00207103808637
17381,funk,singer-songwriter,0.150274711742
17382,funky,singer-songwriter,0.0403342429812
17383,genius,singer-songwriter,0.214224005116
17384,german,singer-songwriter,0.0337940875526
17385,glam,singer-songwriter,0.00937309784407
17386,glam rock,singer-songwriter,0.101505437004
17387,gospel,singer-songwriter,0.0102323681259
17388,groovy,singer-songwriter,0.0477870975299
17389,guilty pleasure,singer-songwriter,0.00462613029033
17390,guitar,singer-songwriter,0.325017604949
17391,hard rock,singer-songwriter,0.00948418346839
17392,heartland rock,singer-songwriter,0.00999824075694
17393,hip hop,singer-songwriter,0.0157160665339
17394,hiphop,singer-songwriter,0.00147934471701
17395,hot,singer-songwriter,0.0235847519326
17396,icelandic,singer-songwriter,0.211718604045
17397,indie,singer-songwriter,803.944480424
17398,indie folk,singer-songwriter,37.0196787948
17399,indie pop,singer-songwriter,18.3073885694
17400,indie rock,singer-songwriter,11.3114568801
17401,indietronica,singer-songwriter,0.0525856989092
17402,instrumental,singer-songwriter,0.00173279749083
17403,ireland,singer-songwriter,0.0163493245082
17404,irish,singer-songwriter,1.89424459902
17405,jazz,singer-songwriter,1.6303359988
17406,jecks,singer-songwriter,0.0644620960409
17407,john mayer,singer-songwriter,0.024757548541
17408,kickasstic,singer-songwriter,0.112300240182
17409,latin,singer-songwriter,0.0096069291389
17410,legend,singer-songwriter,0.161314222643
17411,london,singer-songwriter,0.0570749455984
17412,los angeles,singer-songwriter,0.00552659070995
17413,lounge,singer-songwriter,0.000883296838874
17414,love at first listen,singer-songwriter,0.00958930674458
17415,male,singer-songwriter,0.0825466317641
17416,male vocalist,singer-songwriter,0.166462743585
17417,male vocalists,singer-songwriter,10.4528956806
17418,melancholic,singer-songwriter,0.173818353375
17419,melancholy,singer-songwriter,0.105160931342
17420,melodic metal,singer-songwriter,0.00974473345032
17421,metal,singer-songwriter,0.00295674399405
17422,minimal,singer-songwriter,0.000829994443424
17423,motown,singer-songwriter,0.00843188677673
17424,new wave,singer-songwriter,0.0500924796258
17425,new york,singer-songwriter,0.0215377526706
17426,ninja tune,singer-songwriter,0.277748089249
17427,noise,singer-songwriter,0.0174587545592
17428,noise pop,singer-songwriter,0.00391291059808
17429,oldies,singer-songwriter,0.433903290104
17430,pay attention,singer-songwriter,0.112300240182
17431,piano,singer-songwriter,13.5351481277
17432,piano rock,singer-songwriter,0.0491094312264
17433,poetry,singer-songwriter,0.0548429534218
17434,political,singer-songwriter,0.0126166333731
17435,pop,singer-songwriter,156.334689894
17436,pop punk,singer-songwriter,0.00051016848625
17437,pop rock,singer-songwriter,0.980362751815
17438,pop-folk,singer-songwriter,0.0288838066312
17439,post-punk,singer-songwriter,0.109163257628
17440,post-rock,singer-songwriter,0.00855667939314
17441,power pop,singer-songwriter,0.00695810505534
17442,powerpop,singer-songwriter,0.00181659161202
17443,proto-punk,singer-songwriter,0.258529020378
17444,psychedelic,singer-songwriter,0.068267360529
17445,psychedelic folk,singer-songwriter,0.0292679416105
17446,punk,singer-songwriter,0.10903026423
17447,punk rock,singer-songwriter,0.00315926709222
17448,r and b,singer-songwriter,0.0203379350263
17449,r&b,singer-songwriter,0.395695712902
17450,r'n'b,singer-songwriter,0.0106094417001
17451,rap,singer-songwriter,0.00919280024251
17452,reggae,singer-songwriter,0.0981515804113
17453,relaxing,singer-songwriter,0.0340932561747
17454,rhythm and blues,singer-songwriter,0.112332990325
17455,rnb,singer-songwriter,1.23174431563
17456,rock,singer-songwriter,174.254924026
17457,rock n roll,singer-songwriter,0.0174416695468
17458,rockabilly,singer-songwriter,0.0256533174891
17459,romantic,singer-songwriter,0.0397678790687
17460,russian,singer-songwriter,0.00687709681695
17461,sad,singer-songwriter,0.040748931883
17462,sadcore,singer-songwriter,0.0783704769219
17463,scandinavian,singer-songwriter,0.02792749143
17464,screamo,singer-songwriter,0.00116934096329
17465,seattle,singer-songwriter,0.016443093736
17466,sexy,singer-songwriter,0.22209327918
17467,shoegaze,singer-songwriter,0.0040324421396
17468,singer songwriter,singer-songwriter,0.0644112984869
17469,singer-songwriters,singer-songwriter,0.0624514737971
17470,ska,singer-songwriter,0.00384121964762
17471,slowcore,singer-songwriter,0.485562885539
17472,smooth,singer-songwriter,0.0274146549852
17473,soft,singer-songwriter,0.0179124382209
17474,soft rock,singer-songwriter,0.837656851763
17475,someone special to me made me discover,singer-songwriter,0.127522325082
17476,songwriter,singer-songwriter,0.0166989204732
17477,soul,singer-songwriter,12.7918188473
17478,spanish,singer-songwriter,0.0143294257321
17479,spotify,singer-songwriter,0.0168249706737
17480,sultry rock pop,singer-songwriter,0.0503220097752
17481,sultry voices,singer-songwriter,0.0503220097752
17482,summer,singer-songwriter,0.00871788909497
17483,swedish,singer-songwriter,0.191078995136
17484,swing,singer-songwriter,0.00225263656569
17485,synth pop,singer-songwriter,0.00172631773612
17486,synthpop,singer-songwriter,0.0378808082901
17487,taylor swift,singer-songwriter,0.0553094169533
17488,teen pop,singer-songwriter,0.00410429911725
17489,toronto,singer-songwriter,0.0969310207957
17490,trip hop,singer-songwriter,0.00396758989875
17491,trip-hop,singer-songwriter,0.157110919436
17492,under 2000 listeners,singer-songwriter,0.00324942824601
17493,urban,singer-songwriter,0.0218194766817
17494,vocal,singer-songwriter,0.0386591195123
17495,vocal jazz,singer-songwriter,0.0112792122115
17496,world,singer-songwriter,0.0249350862246
17497,00s,ska,0.00857431075987
17498,90s,ska,0.128193148412
17499,Bob Marley,ska,3.36266825387
17500,alternative,ska,2.93437097788
17501,alternative rock,ska,0.458841649431
17502,american,ska,0.0222415831252
17503,british,ska,0.00306712517485
17504,classic rock,ska,0.0135328709749
17505,dub,ska,0.126321121483
17506,female vocalists,ska,0.169972612119
17507,folk,ska,0.00347782926152
17508,french,ska,0.052019177408
17509,hardcore,ska,0.0284530681449
17510,indie,ska,0.0124141902273
17511,indie rock,ska,0.00161124223498
17512,latin,ska,1.76608411571
17513,pop,ska,0.791280309587
17514,pop rock,ska,0.033569121492
17515,punk,ska,4.57945550649
17516,punk rock,ska,1.64678367482
17517,reggae,ska,32.3625215411
17518,rock,ska,2.62715801776
17519,roots,ska,1.88639541414
17520,roots reggae,ska,7.12633958366
17521,singer-songwriter,ska,0.00384121964762
17522,ska punk,ska,27.0858871538
17523,spanish,ska,0.14331417783
17524,world,ska,5.11234875601
17525,00s,slowcore,0.0124083683777
17526,Alt-country,slowcore,0.233246825864
17527,Fuzz-Folk,slowcore,7.8972371186
17528,Lo-Fi,slowcore,0.0810749321756
17529,Mellow,slowcore,0.222156816074
17530,acoustic,slowcore,0.109203894177
17531,alternative,slowcore,0.0301150596199
17532,alternative rock,slowcore,0.008525748793
17533,ambient,slowcore,0.0183937477971
17534,american,slowcore,0.0564411656116
17535,americana,slowcore,0.288918462035
17536,beautiful,slowcore,0.0337102439833
17537,dream pop,slowcore,0.113258561572
17538,folk,slowcore,0.250417958531
17539,folk rock,slowcore,0.107207317126
17540,indie,slowcore,0.604342413451
17541,indie folk,slowcore,0.178810265585
17542,indie pop,slowcore,0.0274625465124
17543,indie rock,slowcore,1.11028154512
17544,melancholic,slowcore,0.13857439337
17545,melancholy,slowcore,0.136239919088
17546,pop,slowcore,0.00201885220935
17547,post-rock,slowcore,0.102996479862
17548,rock,slowcore,0.0125336769563
17549,sad,slowcore,0.337411013012
17550,sadcore,slowcore,0.943342957843
17551,shoegaze,slowcore,0.0738208068521
17552,singer-songwriter,slowcore,0.485562885539
17553,00s,soft,0.0389925762101
17554,Mellow,soft,0.130260502096
17555,acoustic,soft,0.029038308978
17556,alternative,soft,0.00961770211114
17557,alternative rock,soft,0.00901937042048
17558,american,soft,0.0105407521903
17559,beautiful,soft,0.105932481819
17560,chill,soft,0.149829415363
17561,chillout,soft,0.024430016022
17562,favorites,soft,0.0652235296968
17563,folk,soft,0.018774212031
17564,indie,soft,0.00900488500589
17565,indie folk,soft,0.0319697805904
17566,indie pop,soft,0.0168943112338
17567,indie rock,soft,0.0145651564341
17568,male vocalists,soft,0.0201051234192
17569,pop,soft,0.0137496947642
17570,rock,soft,0.00850745184472
17571,singer-songwriter,soft,0.0179124382209
17572,00s,soft rock,0.0780206340666
17573,60s,soft rock,0.129432109995
17574,70s,soft rock,19.1039799637
17575,80's,soft rock,0.0849622250878
17576,80s,soft rock,9.68233894015
17577,90s,soft rock,0.247405034173
17578,AOR,soft rock,0.349513804563
17579,Acoustic Rock,soft rock,0.0162217381713
17580,Blue-Eyed Soul,soft rock,0.124144037031
17581,California,soft rock,0.0190378319178
17582,Disco,soft rock,0.00659022151683
17583,Jazz Rock,soft rock,0.250868896227
17584,Love,soft rock,0.128101546794
17585,Mellow,soft rock,0.0286611811355
17586,Phil Collins,soft rock,0.380756638356
17587,Pop-Rock,soft rock,1.02871533749
17588,Progressive,soft rock,0.0122934878752
17589,Progressive rock,soft rock,0.337256701409
17590,Rock and Roll,soft rock,0.0138456447009
17591,Soundtrack,soft rock,0.0284864110593
17592,Southern Rock,soft rock,0.189065365253
17593,UK,soft rock,0.103156162511
17594,USA,soft rock,0.118389254701
17595,acoustic,soft rock,0.119216181525
17596,adult contemporary,soft rock,0.539511748984
17597,alternative,soft rock,0.14436256893
17598,alternative rock,soft rock,0.0617428006398
17599,american,soft rock,0.599748482381
17600,arena rock,soft rock,0.128779936958
17601,art rock,soft rock,0.0165482848236
17602,blues,soft rock,0.0836925343387
17603,blues rock,soft rock,0.0716323286923
17604,british,soft rock,0.713179303818
17605,britpop,soft rock,0.0332878906445
17606,chicago,soft rock,0.0597075853335
17607,chillout,soft rock,0.00773613677233
17608,classic,soft rock,0.139473791813
17609,classic rock,soft rock,24.875206874
17610,country,soft rock,0.104202842166
17611,country rock,soft rock,0.0429799045181
17612,dance,soft rock,0.0103806675567
17613,easy listening,soft rock,0.240446975964
17614,electronic,soft rock,0.000766402162813
17615,emo,soft rock,0.0135028584371
17616,english,soft rock,0.046827881839
17617,favorites,soft rock,0.246643976263
17618,female,soft rock,0.0164014339248
17619,female vocalist,soft rock,0.0303524073959
17620,female vocalists,soft rock,0.0375303068657
17621,folk,soft rock,0.18722121278
17622,folk rock,soft rock,0.202466990041
17623,folk-rock,soft rock,0.0756526556092
17624,funk,soft rock,0.0133380928107
17625,guitar,soft rock,0.0277623752262
17626,hard rock,soft rock,0.0470671658925
17627,indie,soft rock,0.0665080823177
17628,indie pop,soft rock,0.00798576855298
17629,indie rock,soft rock,0.0449071649372
17630,jazz,soft rock,0.221618960473
17631,legend,soft rock,0.0113536688441
17632,male vocalist,soft rock,0.0660955918593
17633,male vocalists,soft rock,1.92711035375
17634,melodic rock,soft rock,0.161261635069
17635,new wave,soft rock,0.0204878349633
17636,oldies,soft rock,0.873770837332
17637,piano,soft rock,0.033925902795
17638,piano rock,soft rock,0.198837150597
17639,pop,soft rock,8.59711326341
17640,pop rock,soft rock,3.13866104407
17641,rock,soft rock,10.3727833476
17642,singer-songwriter,soft rock,0.837656851763
17643,soul,soft rock,0.169461906812
17644,sting,soft rock,0.206932955628
17645,00s,songwriter,0.0415720342146
17646,Lo-Fi,songwriter,0.0637811641435
17647,Mellow,songwriter,0.102300012685
17648,acoustic,songwriter,0.0371344917786
17649,alternative,songwriter,0.0106245265692
17650,chill,songwriter,0.191603415928
17651,folk,songwriter,0.0204138346818
17652,folk rock,songwriter,0.0653572884202
17653,indie,songwriter,0.00994755700394
17654,indie folk,songwriter,0.0408832881899
17655,indie pop,songwriter,0.0182001891726
17656,indie rock,songwriter,0.0133415803863
17657,pop,songwriter,0.0175832527839
17658,rock,songwriter,0.00685117866485
17659,singer-songwriter,songwriter,0.0166989204732
17660,00s,soul,0.338138576708
17661,10s,soul,0.0677614899896
17662,2010s,soul,0.0407528756897
17663,50s,soul,0.0305813954111
17664,60s,soul,3.0789911504
17665,70s,soul,2.67853934604
17666,80s,soul,3.57500345481
17667,90s,soul,0.622006520192
17668,Acoustic Rock,soul,0.00404227734512
17669,All,soul,0.130199713041
17670,American Idol,soul,0.145737017351
17671,Ballad,soul,0.0602825916275
17672,Blue-Eyed Soul,soul,1.11533591852
17673,California,soul,0.025037788962
17674,Canadian,soul,0.0592221727682
17675,Classical,soul,0.00105179511623
17676,Dirty South,soul,0.00450755223806
17677,Disco,soul,2.04011254213
17678,Drum and bass,soul,0.0035445432548
17679,Female Voices,soul,0.0457658492617
17680,Funk Rock,soul,0.0255872063014
17681,Hip Hop/Rap,soul,0.0382246600743
17682,Hip-Hop,soul,57.3311792947
17683,House,soul,0.00291647340211
17684,Lo-Fi,soul,0.00182354967676
17685,Love,soul,0.111628680232
17686,Mariah Carey,soul,0.704719443901
17687,Mellow,soul,0.059412244537
17688,Ne-Yo,soul,0.540417903845
17689,Neo Soul,soul,1.53177278629
17690,Neo-Soul,soul,14.855653399
17691,Officially Shit,soul,0.0219910668122
17692,Pop-Rock,soul,0.0121209019154
17693,Progressive rock,soul,0.000474018881069
17694,Psychedelic Rock,soul,0.00116315339438
17695,Rock and Roll,soul,0.00195291232057
17696,Sade,soul,0.0926565760201
17697,Scottish,soul,0.0231614429621
17698,Smooth Jazz,soul,0.0897480736338
17699,Smooth Soul,soul,0.177928118756
17700,Sophisti-Pop,soul,0.142271914339
17701,Soundtrack,soul,0.0328634161254
17702,Stones throw,soul,0.18531315204
17703,Sweden,soul,0.235592288632
17704,Tina Turner,soul,0.0836804702182
17705,UK,soul,0.189757505546
17706,USA,soul,0.170778868401
17707,United Kingdom,soul,0.0115188683354
17708,United States,soul,0.00375942915885
17709,Usher,soul,0.104528199823
17710,X factor,soul,0.190522817257
17711,acoustic,soul,0.978237171124
17712,adult contemporary,soul,0.110775432995
17713,alternative,soul,2.09618832013
17714,alternative hip-hop,soul,0.0165087945237
17715,alternative pop,soul,0.00795040535766
17716,alternative rap,soul,0.478507105374
17717,alternative rnb,soul,0.670245279689
17718,alternative rock,soul,0.0208021655614
17719,ambient,soul,0.00415488660383
17720,american,soul,4.46627554225
17721,art pop,soul,0.0114018318447
17722,beautiful,soul,0.0163263196051
17723,beyonce,soul,0.0836804702182
17724,blue eyed soul,soul,0.24779339481
17725,blues,soul,34.823219393
17726,blues rock,soul,0.19943741843
17727,british,soul,28.6748196719
17728,britpop,soul,0.00797182964984
17729,canada,soul,0.0117268479025
17730,chamber pop,soul,0.0086411086521
17731,check out,soul,0.0540496693451
17732,chicago,soul,0.162872887535
17733,chill,soul,0.0601526241351
17734,chillout,soul,1.58842490878
17735,chillwave,soul,0.00140956046239
17736,classic,soul,0.0113846172018
17737,classic rock,soul,0.401248552797
17738,contemporary r&b,soul,0.0788156121845
17739,contemporary rnb,soul,0.0316219247687
17740,country,soul,0.0332146250156
17741,dance,soul,3.63216606727
17742,dance-pop,soul,0.0070478551668
17743,dancehall,soul,0.0707850739796
17744,diva,soul,0.201465645483
17745,dj,soul,0.0143165290513
17746,downtempo,soul,0.147694276801
17747,dream pop,soul,0.00105416146378
17748,dubstep,soul,1.25189848018
17749,easy listening,soul,0.182234490787
17750,electro,soul,0.033708617718
17751,electronic,soul,4.24876817426
17752,electronica,soul,0.146452957869
17753,electropop,soul,0.00656106969485
17754,emo,soul,0.00146085161276
17755,england,soul,0.0180802465349
17756,english,soul,0.105020038825
17757,experimental,soul,0.584482762066
17758,favorites,soul,0.017370294545
17759,female,soul,0.770186136927
17760,female vocalist,soul,1.239914599
17761,female vocalists,soul,127.230922821
17762,female vocals,soul,0.00706096333246
17763,folk,soul,0.72117774503
17764,folk rock,soul,0.0120354427894
17765,funk,soul,254.177128526
17766,funky,soul,1.36761487114
17767,future garage,soul,0.0140581674037
17768,gospel,soul,0.677310468623
17769,groove,soul,0.0499605354428
17770,groovy,soul,0.377399032456
17771,guitar,soul,0.00644296051834
17772,hard rock,soul,0.00142497446868
17773,hip hop,soul,9.0708600232
17774,hiphop,soul,0.162714981061
17775,hot,soul,0.0103310468036
17776,indie,soul,5.40645026355
17777,indie folk,soul,0.0104720621451
17778,indie pop,soul,0.20156302117
17779,indie rock,soul,0.0662437398568
17780,instrumental,soul,0.00479919889256
17781,irish,soul,0.165254295147
17782,janet jackson,soul,0.0697337251818
17783,jazz,soul,46.6352517527
17784,jazz vocal,soul,0.0680286882939
17785,jecks,soul,0.433461784932
17786,jungle,soul,0.155772799983
17787,legend,soul,0.156781386284
17788,leona lewis,soul,0.0741252608161
17789,london,soul,0.022324784434
17790,los angeles,soul,0.0103879635009
17791,lounge,soul,0.0249178853697
17792,male,soul,0.051483722499
17793,male vocalist,soul,0.221986624829
17794,male vocalists,soul,5.28299454881
17795,metal,soul,0.00223472478644
17796,michael jackson,soul,0.0926565760201
17797,mistagged artist,soul,0.0257788258116
17798,motown,soul,45.593219378
17799,mysterious,soul,0.0245083272422
17800,new wave,soul,0.00749163777653
17801,new york,soul,0.00720511767464
17802,nu soul,soul,0.433830426351
17803,ofwgkta,soul,0.246427063883
17804,oldies,soul,5.61562751769
17805,piano,soul,0.12243173579
17806,pop,soul,209.867238289
17807,pop rock,soul,0.402568238145
17808,post-dubstep,soul,0.0551267026097
17809,producer,soul,0.0679085589207
17810,prog-rnb,soul,0.0275027051786
17811,psychedelic,soul,0.029423023767
17812,punk,soul,0.000806720583749
17813,quiet storm,soul,0.183903095097
17814,r and b,soul,0.700480268173
17815,r&b,soul,15.6798288332
17816,r'n'b,soul,0.855007208171
17817,rap,soul,2.78577272231
17818,reggae,soul,0.365902037869
17819,reggae fusion,soul,0.0740643025424
17820,rhythm and blues,soul,52.7362919954
17821,rnb,soul,460.426869181
17822,rock,soul,4.40715764915
17823,romantic,soul,0.0200729150823
17824,sexy,soul,0.313639298162
17825,singer-songwriter,soul,12.7918188473
17826,slow jams,soul,0.161536286061
17827,smooth,soul,0.272365499672
17828,soft rock,soul,0.169461906812
17829,swag,soul,0.0116551396516
17830,swedish,soul,0.10899181386
17831,swing,soul,0.0196024561351
17832,synth pop,soul,0.00118252338482
17833,synthpop,soul,0.00076781713316
17834,techno,soul,0.0353712525237
17835,trey songz,soul,0.376839203631
17836,trip hop,soul,0.00420414012835
17837,trip-hop,soul,0.00933400704168
17838,try,soul,0.0953026673765
17839,turntablism,soul,0.00766469824196
17840,underground hip-hop,soul,0.0189303650925
17841,unknown,soul,0.0263968113619
17842,urban,soul,1.5674603423
17843,vocal,soul,0.0355388438401
17844,vocal jazz,soul,0.426637074027
17845,whitney houston,soul,0.104528199823
17846,00s,swedish,0.00202241776719
17847,70s,swedish,0.513913846182
17848,80s,swedish,0.311883036983
17849,90s,swedish,0.0119245155569
17850,Disco,swedish,0.267413145356
17851,EDM,swedish,0.355456195492
17852,Female fronted metal,swedish,0.0286570770382
17853,Garage Rock,swedish,0.245257529787
17854,Hip-Hop,swedish,0.000591782745002
17855,House,swedish,1.44870096898
17856,Mellow,swedish,0.00240112477666
17857,Melodic Death Metal,swedish,2.80777180971
17858,Nu Metal,swedish,0.0124341498926
17859,Power metal,swedish,0.134533948187
17860,Progressive House,swedish,3.66196950873
17861,Progressive metal,swedish,0.0295486155317
17862,Sweden,swedish,19.1821832136
17863,Swedish Metal,swedish,1.59104607979
17864,abba,swedish,0.234637913175
17865,acoustic,swedish,0.395049475772
17866,alternative,swedish,1.0284683589
17867,alternative metal,swedish,0.0218980786911
17868,alternative rock,swedish,0.00876742396168
17869,ambient,swedish,0.297995331183
17870,blues,swedish,0.00581233485269
17871,british,swedish,0.00145806228108
17872,chillout,swedish,0.154461359557
17873,classic rock,swedish,0.0716916825925
17874,club,swedish,0.0540139625631
17875,dance,swedish,3.65063732618
17876,dance-pop,swedish,0.0403075814118
17877,death metal,swedish,1.47334865988
17878,doom metal,swedish,0.0319960790693
17879,downtempo,swedish,0.00786622389995
17880,dream pop,swedish,0.11310495145
17881,dubstep,swedish,0.0589652238991
17882,electro,swedish,1.81789771579
17883,electro house,swedish,0.632888243743
17884,electronic,swedish,31.9240827766
17885,electronica,swedish,0.538679721424
17886,electropop,swedish,2.72664404986
17887,experimental,swedish,0.384177159969
17888,female vocalist,swedish,0.00539142326393
17889,female vocalists,swedish,18.0663468909
17890,folk,swedish,0.846491872719
17891,hair metal,swedish,0.0194510603595
17892,hard rock,swedish,0.00187030474764
17893,heavy metal,swedish,0.111983943473
17894,humour,swedish,0.594682464454
17895,indie,swedish,6.2182807151
17896,indie folk,swedish,0.0209647284684
17897,indie pop,swedish,1.86139875707
17898,indie rock,swedish,0.0569809018783
17899,male vocalists,swedish,0.00376951113484
17900,melodic metal,swedish,0.19232615834
17901,metal,swedish,0.773558918985
17902,oldies,swedish,0.0736457388785
17903,pop,swedish,13.0601546394
17904,pop rock,swedish,0.0118191833286
17905,punk,swedish,0.0677654622888
17906,punk rock,swedish,0.00290912403592
17907,queue,swedish,0.260708792417
17908,rock,swedish,1.17276759112
17909,scandinavian,swedish,0.728237851195
17910,singer-songwriter,swedish,0.191078995136
17911,soul,swedish,0.10899181386
17912,synth,swedish,0.496828138103
17913,synthpop,swedish,8.66205194626
17914,the knife,swedish,0.234637913175
17915,trip-hop,swedish,0.116116043006
17916,viking metal,swedish,0.365892217905
17917,war metal,swedish,0.881195718368
17918,00s,synth,0.0244312718552
17919,80s,synth,0.00910807708001
17920,alternative,synth,0.0237043571628
17921,ambient,synth,0.0140061261525
17922,art pop,synth,0.113708649796
17923,chillout,synth,0.0183600861463
17924,chillwave,synth,0.0368374595079
17925,dance,synth,0.39791703586
17926,dream pop,synth,0.0387050083971
17927,electro,synth,0.0806532355711
17928,electronic,synth,0.433493275996
17929,electronica,synth,0.103825784452
17930,electropop,synth,1.66477969752
17931,experimental,synth,0.0409654802289
17932,female vocalists,synth,0.0146440370164
17933,indie,synth,0.0221939718993
17934,indie pop,synth,0.0195913310387
17935,indietronica,synth,0.0846440938016
17936,male vocalists,synth,0.0174914415622
17937,new wave,synth,0.0513242550975
17938,pop,synth,0.244978071982
17939,rock,synth,0.0032735608888
17940,swedish,synth,0.496828138103
17941,synth pop,synth,0.436782112671
17942,synthpop,synth,0.62352405061
17943,00s,synth pop,0.0455391442598
17944,70s,synth pop,0.00417559949525
17945,80's,synth pop,0.0692777904472
17946,80s,synth pop,13.3913621238
17947,90s,synth pop,0.0124442909356
17948,All,synth pop,0.00640036934797
17949,Disco,synth pop,0.0742851300503
17950,Dreamy,synth pop,0.0567597510067
17951,Electro Pop,synth pop,0.123583329089
17952,Electroclash,synth pop,0.073342555185
17953,Lo-Fi,synth pop,0.00488346069369
17954,UK,synth pop,0.10732245753
17955,USA,synth pop,0.00864840824887
17956,alternative,synth pop,0.263581893662
17957,alternative rock,synth pop,0.00402428286337
17958,ambient,synth pop,0.00632209812744
17959,american,synth pop,0.0158729502945
17960,art pop,synth pop,0.016900428718
17961,australian,synth pop,0.0895595189891
17962,british,synth pop,0.575423139054
17963,britpop,synth pop,0.00586284182394
17964,chillout,synth pop,0.0162709109614
17965,chillwave,synth pop,0.0773825496828
17966,classic rock,synth pop,0.00337093940703
17967,dance,synth pop,0.322993505663
17968,dream pop,synth pop,0.11303072175
17969,electro,synth pop,0.356350025028
17970,electronic,synth pop,4.03983405537
17971,electronica,synth pop,1.88112042561
17972,electropop,synth pop,1.00518160666
17973,english,synth pop,0.0186476603936
17974,ethereal,synth pop,0.0135640981296
17975,experimental,synth pop,0.0743929572757
17976,female vocalist,synth pop,0.0102726707059
17977,female vocalists,synth pop,0.156189672855
17978,indie,synth pop,0.199168073318
17979,indie electronic,synth pop,0.0670609011529
17980,indie pop,synth pop,0.137897179135
17981,indie rock,synth pop,0.00635322593267
17982,indietronica,synth pop,0.594758133211
17983,male vocalists,synth pop,0.0643466889641
17984,new romantic,synth pop,2.85473850747
17985,new wave,synth pop,35.6349309648
17986,norwegian,synth pop,1.00426543007
17987,pop,synth pop,4.89133933348
17988,pop rock,synth pop,0.0135272266022
17989,post-punk,synth pop,0.0508014615746
17990,psychedelic,synth pop,0.0168060896809
17991,psychedelic pop,synth pop,0.0145721210676
17992,rock,synth pop,0.343551285303
17993,singer-songwriter,synth pop,0.00172631773612
17994,soul,synth pop,0.00118252338482
17995,synth,synth pop,0.436782112671
17996,synthpop,synth pop,31.5444979636
17997,trip-hop,synth pop,0.00329983362913
17998,00s,synthpop,0.12512157101
17999,10s,synthpop,0.0606752741955
18000,2010s,synthpop,0.00964785459733
18001,70s,synthpop,0.00211845986517
18002,80's,synthpop,0.0221337531994
18003,80s,synthpop,7.14345417574
18004,90s,synthpop,0.0102316357556
18005,All,synthpop,0.0701966125203
18006,Canadian,synthpop,0.152376609564
18007,Disco,synthpop,0.988778869906
18008,Dreamy,synthpop,0.859576254095
18009,Electro Pop,synthpop,0.927202366129
18010,Electroclash,synthpop,1.69505325135
18011,Hip-Hop,synthpop,0.00073213353098
18012,House,synthpop,0.0245877168832
18013,Italo Disco,synthpop,0.432837840344
18014,Lo-Fi,synthpop,0.319581769383
18015,Love,synthpop,0.0026269584474
18016,Neo Soul,synthpop,0.101925295885
18017,New Zealand,synthpop,0.0929712493317
18018,Scottish,synthpop,0.0163728988443
18019,Soundtrack,synthpop,0.0969944705427
18020,Sweden,synthpop,0.0867475862532
18021,Sylvan Esso,synthpop,0.101572613201
18022,UK,synthpop,0.144976912692
18023,UK Garage,synthpop,0.0658502289316
18024,USA,synthpop,0.0192254735704
18025,acoustic,synthpop,0.00105950487338
18026,alternative,synthpop,1.65121214597
18027,alternative dance,synthpop,0.041460859082
18028,alternative pop,synthpop,0.0363651713987
18029,alternative rnb,synthpop,0.0562193393256
18030,alternative rock,synthpop,0.0160847942693
18031,ambient,synthpop,0.245953673594
18032,american,synthpop,0.254897698896
18033,art pop,synthpop,0.0390192550301
18034,australian,synthpop,0.311464943691
18035,british,synthpop,3.09661686634
18036,britpop,synthpop,0.00599490773946
18037,canada,synthpop,0.00641751862982
18038,chill,synthpop,0.00803210120862
18039,chillout,synthpop,0.0696407990747
18040,chillwave,synthpop,2.91979992288
