,tag_1,tag_2,count,number_of_pairs_x,number_of_pairs_y,totalPairs,pair_percent_of_total,pair_percent_of_x,pair_percent_of_y,perc_x_y_sum,score
13163,2014,male vocalists,24,345,24312,2435982,9.85228954894e-06,0.0695652173913,0.000987166831194,0.0705523842225,0.0676581109846
13164,50s,male vocalists,31,576,24312,2435982,1.27258740007e-05,0.0538194444444,0.00127509049029,0.0550945349347,0.0873308799459
13165,60s,male vocalists,129,9567,24312,2435982,5.29560563255e-05,0.0134838507369,0.00530602171767,0.0187898724546,0.378877308017
13166,70s,male vocalists,203,13876,24312,2435982,8.33339491014e-05,0.0146295762468,0.00834978611385,0.0229793623606,1.01795612682
13167,80's,male vocalists,24,484,24312,2435982,9.85228954894e-06,0.0495867768595,0.000987166831194,0.0505739436907,0.0482273724993
13168,80s,male vocalists,257,24769,24312,2435982,0.000105501600587,0.0103758730671,0.010570911484,0.0209467845512,1.15716725292
13169,90s,male vocalists,263,15714,24312,2435982,0.000107964672974,0.0167366679394,0.0108177031918,0.0275543711313,1.95472530288
13170,AOR,male vocalists,16,601,24312,2435982,6.56819303263e-06,0.026622296173,0.000658111220796,0.0272804073938,0.0115077578306
13171,Acoustic Rock,male vocalists,58,1467,24312,2435982,2.38096997433e-05,0.0395364689843,0.00238565317539,0.0419221221597,0.224573808879
13172,Afie Jurvanen,male vocalists,18,234,24312,2435982,7.3892171617e-06,0.0769230769231,0.000740375123396,0.0776634520465,0.042083019753
13173,All,male vocalists,107,6358,24312,2435982,4.39247909057e-05,0.0168291915697,0.00440111878908,0.0212303103588,0.325338940139
13174,Alt-country,male vocalists,72,5335,24312,2435982,2.95568686468e-05,0.0134957825679,0.00296150049358,0.0164572830615,0.118132203153
13175,Alternative Folk,male vocalists,23,425,24312,2435982,9.4417774844e-06,0.0541176470588,0.000946034879895,0.0550636819387,0.0483392397775
13176,American Idol,male vocalists,16,357,24312,2435982,6.56819303263e-06,0.0448179271709,0.000658111220796,0.0454760383917,0.019373004079
13177,Aussie,male vocalists,15,163,24312,2435982,6.15768096809e-06,0.0920245398773,0.000616979269497,0.0926415191468,0.0349616089462
13178,Avant-Garde,male vocalists,23,2114,24312,2435982,9.4417774844e-06,0.0108798486282,0.000946034879895,0.0118258835081,0.00971815369225
13179,Awesome,male vocalists,68,2270,24312,2435982,2.79148203887e-05,0.0299559471366,0.00279697268838,0.0327529198249,0.233887019186
13180,Blue-Eyed Soul,male vocalists,33,526,24312,2435982,1.35468981298e-05,0.0627376425856,0.00135735439289,0.0640949969784,0.115361611341
13181,Britrock,male vocalists,19,269,24312,2435982,7.79972922624e-06,0.0706319702602,0.000781507074696,0.0714134773349,0.0430540252228
13182,Brooklyn,male vocalists,21,697,24312,2435982,8.62075335532e-06,0.0301291248207,0.000863770977295,0.030992895798,0.0224352205977
13183,Brutal Death Metal,male vocalists,15,398,24312,2435982,6.15768096809e-06,0.0376884422111,0.000616979269497,0.0383054214806,0.014318447885
13184,California,male vocalists,70,3430,24312,2435982,2.87358445177e-05,0.0204081632653,0.00287923659098,0.0232873998563,0.168851622466
13185,Canadian,male vocalists,113,9510,24312,2435982,4.63878632929e-05,0.0118822292324,0.00464791049687,0.0165301397293,0.256188748161
13186,Dirty South,male vocalists,21,1084,24312,2435982,8.62075335532e-06,0.0193726937269,0.000863770977295,0.0202364647042,0.0144255984839
13187,Disco,male vocalists,44,3611,24312,2435982,1.80625308397e-05,0.0121849903074,0.00180980585719,0.0139947961646,0.0398323362175
13188,Disney,male vocalists,43,1096,24312,2435982,1.76520187752e-05,0.0392335766423,0.00176867390589,0.0410022505482,0.122489835286
13189,Experimental Rock,male vocalists,36,2329,24312,2435982,1.47784343234e-05,0.0154572778016,0.00148075024679,0.0169380280484,0.0338254242068
13190,Favorite,male vocalists,32,922,24312,2435982,1.31363860653e-05,0.0347071583514,0.00131622244159,0.036023380793,0.0600100863879
13191,Favourites,male vocalists,21,395,24312,2435982,8.62075335532e-06,0.053164556962,0.000863770977295,0.0540283279393,0.0395882247002
13192,Funk Rock,male vocalists,17,524,24312,2435982,6.97870509716e-06,0.0324427480916,0.000699243172096,0.0331419912637,0.0158314507858
13193,Garage Rock,male vocalists,38,5316,24312,2435982,1.55994584525e-05,0.0071482317532,0.00156301414939,0.00871124590259,0.0174289432429
13194,Great Lyricists,male vocalists,22,390,24312,2435982,9.03126541986e-06,0.0564102564103,0.000904902928595,0.0573151593389,0.046100822462
13195,Grime,male vocalists,23,510,24312,2435982,9.4417774844e-06,0.0450980392157,0.000946034879895,0.0460440740956,0.0402826998146
13196,Grunge,male vocalists,41,5577,24312,2435982,1.68309946461e-05,0.00735162273624,0.00168641000329,0.00903803273953,0.020866814904
13197,Hip Hop/Rap,male vocalists,23,303,24312,2435982,9.4417774844e-06,0.0759075907591,0.000946034879895,0.076853625639,0.0678025640443
13198,Hip-Hop,male vocalists,250,29737,24312,2435982,0.000102628016135,0.00840703500689,0.0102829878249,0.0186900228318,0.887213438151
13199,House,male vocalists,40,13403,24312,2435982,1.64204825816e-05,0.00298440647616,0.00164527805199,0.00462968452815,0.00806275000956
13200,Like,male vocalists,16,266,24312,2435982,6.56819303263e-06,0.0601503759398,0.000658111220796,0.0608084871606,0.0260006107376
13201,Lo-Fi,male vocalists,83,13954,24312,2435982,3.40725013567e-05,0.00594811523577,0.00341395195788,0.00936206719366,0.0691895962841
13202,Love,male vocalists,112,4078,24312,2435982,4.59773512284e-05,0.0274644433546,0.00460677854557,0.0320712219002,0.581717440529
13203,Manchester,male vocalists,20,775,24312,2435982,8.21024129078e-06,0.0258064516129,0.000822639025995,0.0266290906389,0.0174298448997
13204,Mellow,male vocalists,169,7329,24312,2435982,6.93765389071e-05,0.0230590803657,0.00695129976966,0.0300103801353,1.11204056622
13205,Neo Soul,male vocalists,40,1224,24312,2435982,1.64204825816e-05,0.0326797385621,0.00164527805199,0.0343250166141,0.0882884300475
13206,Neo-Psychedelia,male vocalists,36,1747,24312,2435982,1.47784343234e-05,0.0206067544362,0.00148075024679,0.022087504683,0.0450941116071
13207,Neo-Soul,male vocalists,53,2256,24312,2435982,2.17571394206e-05,0.0234929078014,0.00217999341889,0.0256729012203,0.111427850168
13208,New Weird America,male vocalists,17,1193,24312,2435982,6.97870509716e-06,0.0142497904443,0.000699243172096,0.0149490336164,0.00695362968294
13209,Nick Jonas,male vocalists,38,314,24312,2435982,1.55994584525e-05,0.12101910828,0.00156301414939,0.12258212243,0.295070898979
13210,Nu Metal,male vocalists,32,5797,24312,2435982,1.31363860653e-05,0.00552009660169,0.00131622244159,0.00683631904328,0.00954447121781
13211,Nu-metal,male vocalists,20,1632,24312,2435982,8.21024129078e-06,0.0122549019608,0.000822639025995,0.0130775409868,0.00827704031696
13212,Officially Shit,male vocalists,19,701,24312,2435982,7.79972922624e-06,0.0271041369472,0.000781507074696,0.0278856440219,0.0165214447717
13213,Pop-Rock,male vocalists,85,2351,24312,2435982,3.48935254858e-05,0.0361548277329,0.00349621586048,0.0396510435934,0.441071895563
13214,Pop-punk,male vocalists,30,830,24312,2435982,1.23153619362e-05,0.0361445783133,0.00123395853899,0.0373785368522,0.0549276362238
13215,Post Grunge,male vocalists,18,384,24312,2435982,7.3892171617e-06,0.046875,0.000740375123396,0.0476153751234,0.025644340162
13216,Post punk,male vocalists,18,757,24312,2435982,7.3892171617e-06,0.0237780713342,0.000740375123396,0.0245184464576,0.0130084895934
13217,Post-punk revival,male vocalists,43,920,24312,2435982,1.76520187752e-05,0.0467391304348,0.00176867390589,0.0485078043407,0.145922673341
13218,Progressive,male vocalists,41,3345,24312,2435982,1.68309946461e-05,0.0122571001495,0.00168641000329,0.0139435101528,0.0347905012615
13219,Progressive rock,male vocalists,112,10308,24312,2435982,4.59773512284e-05,0.0108653473031,0.00460677854557,0.0154721258486,0.230136177966
13220,Psychedelic Rock,male vocalists,58,7259,24312,2435982,2.38096997433e-05,0.00799008127841,0.00238565317539,0.0103757344538,0.0453850086273
13221,Recommended,male vocalists,23,1110,24312,2435982,9.4417774844e-06,0.0207207207207,0.000946034879895,0.0216667556006,0.0185082674824
13222,Rock and Roll,male vocalists,55,2502,24312,2435982,2.25781635496e-05,0.0219824140687,0.00226225732149,0.0242446713902,0.112280930007
13223,Scottish,male vocalists,63,2680,24312,2435982,2.5862260066e-05,0.0235074626866,0.00259131293189,0.0260987756185,0.157540453891
13224,Smooth Soul,male vocalists,15,99,24312,2435982,6.15768096809e-06,0.151515151515,0.000616979269497,0.152132130785,0.0575630531134
13225,Soundtrack,male vocalists,47,4872,24312,2435982,1.92940670333e-05,0.00964696223317,0.00193320171109,0.0115801639443,0.0359825164189
13226,Southern Rock,male vocalists,25,1740,24312,2435982,1.02628016135e-05,0.014367816092,0.00102829878249,0.0153961148744,0.0151626816151
13227,Sweden,male vocalists,17,1199,24312,2435982,6.97870509716e-06,0.0141784820684,0.000699243172096,0.0148777252405,0.0069188325369
13228,UK,male vocalists,236,9611,24312,2435982,9.68808472312e-05,0.0245551971699,0.00970714050675,0.0342623376767,2.30925913194
13229,USA,male vocalists,270,12232,24312,2435982,0.000110838257426,0.0220732504905,0.0111056268509,0.0331788773415,2.71705893149
13230,United Kingdom,male vocalists,30,733,24312,2435982,1.23153619362e-05,0.0409276944065,0.00123395853899,0.0421616529455,0.062196368439
13231,United States,male vocalists,34,1892,24312,2435982,1.39574101943e-05,0.0179704016913,0.00139848634419,0.0193688880355,0.0350768719313
13232,X factor,male vocalists,43,894,24312,2435982,1.76520187752e-05,0.0480984340045,0.00176867390589,0.0498671079104,0.150166509479
13233,acoustic,male vocalists,410,23967,24312,2435982,0.000168309946461,0.0171068552593,0.0168641000329,0.0339709552922,4.85560256685
13234,adult contemporary,male vocalists,33,662,24312,2435982,1.35468981298e-05,0.0498489425982,0.00135735439289,0.0512062969911,0.0916619449631
13235,alternative,male vocalists,920,114909,24312,2435982,0.000377671099376,0.00800633544805,0.0378413951958,0.0458477306438,11.4423354302
13236,alternative country,male vocalists,20,577,24312,2435982,8.21024129078e-06,0.0346620450607,0.000822639025995,0.0354846840867,0.0234109701859
13237,alternative dance,male vocalists,16,709,24312,2435982,6.56819303263e-06,0.0225669957687,0.000658111220796,0.0232251069895,0.00975481305529
13238,alternative hip-hop,male vocalists,28,1067,24312,2435982,1.14943378071e-05,0.0262417994377,0.00115169463639,0.0273934940741,0.034738808026
13239,alternative metal,male vocalists,37,6429,24312,2435982,1.51889463879e-05,0.00575517187743,0.00152188219809,0.00727705407552,0.0133035327932
13240,alternative rap,male vocalists,17,1177,24312,2435982,6.97870509716e-06,0.0144435004248,0.000699243172096,0.0151427435969,0.00704815650956
13241,alternative rnb,male vocalists,18,1682,24312,2435982,7.3892171617e-06,0.0107015457788,0.000740375123396,0.0114419209022,0.00585459371118
13242,alternative rock,male vocalists,523,54194,24312,2435982,0.000214697809754,0.00965051481714,0.0215120105298,0.0311625253469,4.4571689626
13243,amazing,male vocalists,32,1463,24312,2435982,1.31363860653e-05,0.0218728639781,0.00131622244159,0.0231890864197,0.0378190701638
13244,ambient,male vocalists,43,19120,24312,2435982,1.76520187752e-05,0.0022489539749,0.00176867390589,0.00401762788079,0.0070213838637
13245,american,male vocalists,717,46372,24312,2435982,0.000294337150275,0.0154619166739,0.0294916090819,0.0449535257558,13.4216799295
13246,americana,male vocalists,80,4307,24312,2435982,3.28409651631e-05,0.0185744137451,0.00329055610398,0.021864969849,0.200724473421
13247,arena rock,male vocalists,15,269,24312,2435982,6.15768096809e-06,0.0557620817844,0.000616979269497,0.0563790610539,0.0211849154581
13248,art pop,male vocalists,28,1984,24312,2435982,1.14943378071e-05,0.0141129032258,0.00115169463639,0.0152645978622,0.0186826150019
13249,art rock,male vocalists,76,4537,24312,2435982,3.1198916905e-05,0.0167511571523,0.00312602829878,0.0198771854511,0.163371853259
13250,australia,male vocalists,20,900,24312,2435982,8.21024129078e-06,0.0222222222222,0.000822639025995,0.0230448612482,0.0150090331081
13251,australian,male vocalists,34,5619,24312,2435982,1.39574101943e-05,0.00605089873643,0.00139848634419,0.00744938508062,0.0118108990379
13252,band,male vocalists,29,292,24312,2435982,1.19048498716e-05,0.0993150684932,0.00119282658769,0.100507895081,0.141031582888
13253,bands i've seen live,male vocalists,16,118,24312,2435982,6.56819303263e-06,0.135593220339,0.000658111220796,0.13625133156,0.058611546239
13254,baroque pop,male vocalists,36,1347,24312,2435982,1.47784343234e-05,0.0267260579065,0.00148075024679,0.0282068081533,0.0584850875855
13255,beautiful,male vocalists,64,3802,24312,2435982,2.62727721305e-05,0.0168332456602,0.00263244488319,0.0194656905434,0.116421461651
13256,black metal,male vocalists,15,900,24312,2435982,6.15768096809e-06,0.0166666666667,0.000616979269497,0.0172836459362,0.00633193584247
13257,blues,male vocalists,183,14017,24312,2435982,7.51237078106e-05,0.0130555753728,0.00752714708786,0.0205827224606,0.738249963053
13258,blues rock,male vocalists,75,5839,24312,2435982,3.07884048404e-05,0.0128446651824,0.00308489634748,0.0159295615299,0.121997393779
13259,boyband,male vocalists,35,296,24312,2435982,1.43679222589e-05,0.118243243243,0.00143961829549,0.119682861539,0.244578152474
13260,boybands,male vocalists,18,311,24312,2435982,7.3892171617e-06,0.0578778135048,0.000740375123396,0.0586181886282,0.0316637511968
13261,brit pop,male vocalists,15,237,24312,2435982,6.15768096809e-06,0.0632911392405,0.000616979269497,0.06390811851,0.0240453259841
13262,brit rock,male vocalists,26,367,24312,2435982,1.0673313678e-05,0.0708446866485,0.00106943073379,0.0719141173823,0.0808647443177
13263,british,male vocalists,604,49436,24312,2435982,0.000247949286982,0.0122178169755,0.0248436985851,0.0370615155605,7.52614758373
13264,britpop,male vocalists,190,11623,24312,2435982,7.79972922624e-05,0.0163468983911,0.00781507074696,0.0241619691381,0.996432313941
13265,canada,male vocalists,67,2430,24312,2435982,2.75043083241e-05,0.0275720164609,0.00275584073708,0.030327857198,0.208988973365
13266,chamber pop,male vocalists,43,1784,24312,2435982,1.76520187752e-05,0.0241031390135,0.00176867390589,0.0258718129193,0.0752516028441
13267,check out,male vocalists,16,588,24312,2435982,6.56819303263e-06,0.0272108843537,0.000658111220796,0.0278689955745,0.011762181048
13268,chicago,male vocalists,35,810,24312,2435982,1.43679222589e-05,0.0432098765432,0.00143961829549,0.0446494948387,0.0893767075707
13269,chill,male vocalists,101,5463,24312,2435982,4.14617185184e-05,0.0184880102508,0.00415432708128,0.0226423373321,0.31844773106
13270,chillout,male vocalists,128,20008,24312,2435982,5.2545544261e-05,0.00639744102359,0.00526488976637,0.01166233079,0.176982965693
13271,chillwave,male vocalists,15,4207,24312,2435982,6.15768096809e-06,0.0035654860946,0.000616979269497,0.0041824653641,0.0013545857519
13272,christian,male vocalists,30,1427,24312,2435982,1.23153619362e-05,0.021023125438,0.00123395853899,0.022257083977,0.0319480995556
13273,classic,male vocalists,64,1987,24312,2435982,2.62727721305e-05,0.0322093608455,0.00263244488319,0.0348418057287,0.222765172218
13274,classic rock,male vocalists,340,35859,24312,2435982,0.000139574101943,0.00948158063527,0.0139848634419,0.0234664440772,1.85073319652
13275,country,male vocalists,82,3713,24312,2435982,3.36619892922e-05,0.022084567735,0.00337282000658,0.0254573877416,0.250738974888
13276,country rock,male vocalists,19,806,24312,2435982,7.79972922624e-06,0.0235732009926,0.000781507074696,0.0243547080673,0.0143691473759
13277,covers,male vocalists,17,99,24312,2435982,6.97870509716e-06,0.171717171717,0.000699243172096,0.172416414889,0.0837947496136
13278,cute,male vocalists,24,711,24312,2435982,9.85228954894e-06,0.0337552742616,0.000987166831194,0.0347424410928,0.0328298850769
13279,dance,male vocalists,304,31691,24312,2435982,0.00012479566762,0.00959262882206,0.0125041131951,0.0220967420172,1.4968905458
13280,death metal,male vocalists,19,2251,24312,2435982,7.79972922624e-06,0.00844069302532,0.000781507074696,0.00922220010002,0.00514506121054
13281,downtempo,male vocalists,44,13047,24312,2435982,1.80625308397e-05,0.00337242277918,0.00180980585719,0.00518222863637,0.0110243401611
13282,dream pop,male vocalists,65,10987,24312,2435982,2.6683284195e-05,0.00591608264312,0.00267357683449,0.00858965947761,0.0422052214614
13283,dubstep,male vocalists,34,8058,24312,2435982,1.39574101943e-05,0.0042194092827,0.00139848634419,0.00561789562689,0.00823596943336
13284,easy listening,male vocalists,77,2498,24312,2435982,3.16094289695e-05,0.0308246597278,0.00316716025008,0.0339918199779,0.308592224817
13285,electro,male vocalists,67,15372,24312,2435982,2.75043083241e-05,0.00435857403071,0.00275584073708,0.00711441476779,0.0330368985999
13286,electronic,male vocalists,372,85203,24312,2435982,0.000152710488009,0.00436604344917,0.0153010858835,0.0196671293327,1.02018555772
13287,electronica,male vocalists,153,28305,24312,2435982,6.28083458745e-05,0.00540540540541,0.00629318854886,0.0116985939543,0.213656628665
13288,electropop,male vocalists,96,12108,24312,2435982,3.94091581958e-05,0.00792864222002,0.00394866732478,0.0118773095448,0.123380499714
13289,emo,male vocalists,104,9178,24312,2435982,4.26932547121e-05,0.0113314447592,0.00427772293518,0.0156091676944,0.20694607916
13290,england,male vocalists,68,2162,24312,2435982,2.79148203887e-05,0.0314523589269,0.00279697268838,0.0342493316153,0.245570552059
13291,english,male vocalists,143,4934,24312,2435982,5.87032252291e-05,0.028982569923,0.00588186903587,0.0348644389589,1.0007237462
13292,experimental,male vocalists,184,33393,24312,2435982,7.55342198752e-05,0.00551013685503,0.00756827903916,0.0130784158942,0.314994716724
13293,falsetto,male vocalists,15,157,24312,2435982,6.15768096809e-06,0.0955414012739,0.000616979269497,0.0961583805434,0.03629772139
13294,favorites,male vocalists,167,6175,24312,2435982,6.8555514778e-05,0.027044534413,0.00686903586706,0.03391357028,1.27355495405
13295,female vocalists,male vocalists,58,61719,24312,2435982,2.38096997433e-05,0.000939743028889,0.00238565317539,0.00332539620428,0.00533789882574
13296,folk,male vocalists,451,43598,24312,2435982,0.000185140941107,0.0103445112161,0.0185505100362,0.0288950212523,3.55277984687
13297,folk pop,male vocalists,34,1074,24312,2435982,1.39574101943e-05,0.0316573556797,0.00139848634419,0.0330558420239,0.0617927762514
13298,folk rock,male vocalists,193,9564,24312,2435982,7.9228828456e-05,0.0201798410707,0.00793846660086,0.0281183076715,1.26922201845
13299,folk-rock,male vocalists,53,1134,24312,2435982,2.17571394206e-05,0.0467372134039,0.00217999341889,0.0489172068228,0.221676569646
13300,folktronica,male vocalists,17,1210,24312,2435982,6.97870509716e-06,0.0140495867769,0.000699243172096,0.014748829949,0.0068559340593
13301,freak folk,male vocalists,26,2754,24312,2435982,1.0673313678e-05,0.00944081336238,0.00106943073379,0.0105102440962,0.0107760933786
13302,fun,male vocalists,37,805,24312,2435982,1.51889463879e-05,0.0459627329193,0.00152188219809,0.0474846151173,0.106246474941
13303,funk,male vocalists,146,12893,24312,2435982,5.99347614227e-05,0.0113239742496,0.00600526488977,0.0173292391394,0.407577144912
13304,funky,male vocalists,53,2843,24312,2435982,2.17571394206e-05,0.0186422792824,0.00217999341889,0.0208222727013,0.0884211150118
13305,garage,male vocalists,17,1186,24312,2435982,6.97870509716e-06,0.0143338954469,0.000699243172096,0.015033138619,0.00699467134212
13306,genius,male vocalists,39,1342,24312,2435982,1.6009970517e-05,0.0290611028316,0.00160414610069,0.0306652489323,0.0746356884728
13307,glam,male vocalists,23,875,24312,2435982,9.4417774844e-06,0.0262857142857,0.000946034879895,0.0272317491656,0.0234790593205
13308,glam rock,male vocalists,48,3331,24312,2435982,1.97045790979e-05,0.0144100870609,0.00197433366239,0.0163844207233,0.0560601580058
13309,gospel,male vocalists,21,439,24312,2435982,8.62075335532e-06,0.0478359908884,0.000863770977295,0.0486997618657,0.0356203844113
13310,groovy,male vocalists,29,1373,24312,2435982,1.19048498716e-05,0.0211216314639,0.00119282658769,0.0223144580516,0.0299936068487
13311,guilty pleasure,male vocalists,16,1142,24312,2435982,6.56819303263e-06,0.0140105078809,0.000658111220796,0.0146686191017,0.00605618428739
13312,guitar,male vocalists,82,3511,24312,2435982,3.36619892922e-05,0.0233551694674,0.00337282000658,0.026727989474,0.265164857237
13313,guys I would fuck,male vocalists,19,72,24312,2435982,7.79972922624e-06,0.263888888889,0.000781507074696,0.264670395964,0.160854622013
13314,happy,male vocalists,27,314,24312,2435982,1.10838257426e-05,0.0859872611465,0.00111056268509,0.0870978238316,0.105844155573
13315,hard rock,male vocalists,150,22303,24312,2435982,6.15768096809e-05,0.00672555261624,0.00616979269497,0.0128953453112,0.255514606027
13316,hardcore,male vocalists,24,5329,24312,2435982,9.85228954894e-06,0.00450365922312,0.000987166831194,0.00549082605431,0.0043801929611
13317,heartland rock,male vocalists,15,260,24312,2435982,6.15768096809e-06,0.0576923076923,0.000616979269497,0.0583092869618,0.0219182394547
13318,heavy metal,male vocalists,32,8177,24312,2435982,1.31363860653e-05,0.00391341567812,0.00131622244159,0.00522963811971,0.00676645464713
13319,hip hop,male vocalists,183,17541,24312,2435982,7.51237078106e-05,0.0104327005302,0.00752714708786,0.017959847618,0.589934994134
13320,hiphop,male vocalists,43,2558,24312,2435982,1.76520187752e-05,0.0168100078186,0.00176867390589,0.0185786817245,0.052481962265
13321,i love you,male vocalists,31,213,24312,2435982,1.27258740007e-05,0.145539906103,0.00127509049029,0.146814996594,0.236162379572
13322,indie,male vocalists,921,122729,24312,2435982,0.00037808161144,0.00750433882782,0.0378825271471,0.0453868659749,10.7482295492
13323,indie electronic,male vocalists,18,864,24312,2435982,7.3892171617e-06,0.0208333333333,0.000740375123396,0.0215737084567,0.0113974845164
13324,indie folk,male vocalists,224,12598,24312,2435982,9.19547024568e-05,0.0177806000953,0.00921355709115,0.0269941571864,1.50642560564
13325,indie pop,male vocalists,412,41195,24312,2435982,0.00016913097059,0.0100012137395,0.0169463639355,0.026947577675,2.86650285695
13326,indie rock,male vocalists,518,56197,24312,2435982,0.000212645249431,0.00921757389184,0.0213063507733,0.0305239246651,4.1762009258
13327,indietronica,male vocalists,62,5024,24312,2435982,2.54517480014e-05,0.0123407643312,0.00255018098059,0.0148909453118,0.0800996605873
13328,instrumental,male vocalists,15,10841,24312,2435982,6.15768096809e-06,0.00138363619592,0.000616979269497,0.00200061546542,0.000525665737314
13329,ireland,male vocalists,16,159,24312,2435982,6.56819303263e-06,0.100628930818,0.000658111220796,0.101287042038,0.043497877083
13330,irish,male vocalists,47,2878,24312,2435982,1.92940670333e-05,0.0163307852675,0.00193320171109,0.0182639869786,0.0609127241115
13331,jazz,male vocalists,165,12377,24312,2435982,6.77344906489e-05,0.0133311787994,0.00678677196446,0.0201179507638,0.61283234594
13332,jecks,male vocalists,32,1585,24312,2435982,1.31363860653e-05,0.0201892744479,0.00131622244159,0.0215054968895,0.0349080754887
13333,jonas brothers,male vocalists,38,334,24312,2435982,1.55994584525e-05,0.11377245509,0.00156301414939,0.115335469239,0.277401982873
13334,kickasstic,male vocalists,21,1080,24312,2435982,8.62075335532e-06,0.0194444444444,0.000863770977295,0.0203082154217,0.0144790266264
13335,latin,male vocalists,26,1760,24312,2435982,1.0673313678e-05,0.0147727272727,0.00106943073379,0.0158421580065,0.0168621370253
13336,latin pop,male vocalists,17,395,24312,2435982,6.97870509716e-06,0.0430379746835,0.000699243172096,0.0437372178556,0.0210017220551
13337,legend,male vocalists,52,2096,24312,2435982,2.1346627356e-05,0.0248091603053,0.00213886146759,0.0269480217729,0.113272370857
13338,london,male vocalists,74,2125,24312,2435982,3.03778927759e-05,0.0348235294118,0.00304376439618,0.0378672938079,0.321989316998
13339,los angeles,male vocalists,33,1484,24312,2435982,1.35468981298e-05,0.0222371967655,0.00135735439289,0.0235945511584,0.0408896277396
13340,male,male vocalists,29,164,24312,2435982,1.19048498716e-05,0.176829268293,0.00119282658769,0.17802209488,0.251105013434
13341,male vocalist,male vocalists,93,1875,24312,2435982,3.81776220021e-05,0.0496,0.00382527147088,0.0534252714709,0.724357250623
13342,melancholic,male vocalists,35,2918,24312,2435982,1.43679222589e-05,0.0119945167923,0.00143961829549,0.0134341350878,0.0248098468582
13343,melancholy,male vocalists,49,2968,24312,2435982,2.01150911624e-05,0.0165094339623,0.00201546561369,0.018524899576,0.0669313494996
13344,metal,male vocalists,84,19300,24312,2435982,3.44830134213e-05,0.00435233160622,0.00345508390918,0.0078074155154,0.0518544207472
13345,modern rock,male vocalists,19,192,24312,2435982,7.79972922624e-06,0.0989583333333,0.000781507074696,0.099739840408,0.0603204832549
13346,motown,male vocalists,31,1798,24312,2435982,1.27258740007e-05,0.0172413793103,0.00127509049029,0.0185164698006,0.0279769671017
13347,new romantic,male vocalists,16,548,24312,2435982,6.56819303263e-06,0.029197080292,0.000658111220796,0.0298551915128,0.0126207344091
13348,new wave,male vocalists,128,12368,24312,2435982,5.2545544261e-05,0.0103492884864,0.00526488976637,0.0156141782528,0.286309441913
13349,new york,male vocalists,50,3955,24312,2435982,2.0525603227e-05,0.0126422250316,0.00205659756499,0.0146988225966,0.0533665052041
13350,not emo,male vocalists,17,290,24312,2435982,6.97870509716e-06,0.0586206896552,0.000699243172096,0.0593199328273,0.0286057938336
13351,nu soul,male vocalists,16,230,24312,2435982,6.56819303263e-06,0.0695652173913,0.000658111220796,0.0702233286121,0.0300702715487
13352,oldies,male vocalists,167,7830,24312,2435982,6.8555514778e-05,0.0213282247765,0.00686903586706,0.0281972606436,1.00436805125
13353,one direction,male vocalists,16,544,24312,2435982,6.56819303263e-06,0.0294117647059,0.000658111220796,0.0300698759267,0.0127135339268
13354,ontario,male vocalists,19,187,24312,2435982,7.79972922624e-06,0.101604278075,0.000781507074696,0.10238578515,0.0619333304007
13355,pay attention,male vocalists,21,1080,24312,2435982,8.62075335532e-06,0.0194444444444,0.000863770977295,0.0203082154217,0.0144790266264
13356,piano,male vocalists,79,8911,24312,2435982,3.24304530986e-05,0.00886544720009,0.00324942415268,0.0121148713528,0.0934243464134
13357,piano rock,male vocalists,44,1162,24312,2435982,1.80625308397e-05,0.0378657487091,0.00180980585719,0.0396755545663,0.123781898521
13358,political,male vocalists,19,1073,24312,2435982,7.79972922624e-06,0.0177073625349,0.000781507074696,0.0184888696096,0.010793599986
13359,pop,male vocalists,1387,92415,24312,2435982,0.000569380233516,0.0150083860845,0.0570500164528,0.0720584025373,48.7519681805
13360,pop punk,male vocalists,51,6184,24312,2435982,2.09361152915e-05,0.00824708926261,0.00209772951629,0.0103448187789,0.036219819812
13361,pop rock,male vocalists,422,14456,24312,2435982,0.000173236091235,0.0291920309906,0.0173576834485,0.0465497144391,8.7779772589
13362,post-grunge,male vocalists,50,3531,24312,2435982,2.0525603227e-05,0.0141602945341,0.00205659756499,0.0162168920991,0.0597747176671
13363,post-punk,male vocalists,113,10731,24312,2435982,4.63878632929e-05,0.0105302394931,0.00464791049687,0.0151781499899,0.227038952102
13364,post-rock,male vocalists,32,5761,24312,2435982,1.31363860653e-05,0.0055545912168,0.00131622244159,0.0068708136584,0.0096041138083
13365,power pop,male vocalists,47,2430,24312,2435982,1.92940670333e-05,0.019341563786,0.00193320171109,0.0212747654971,0.0721427242769
13366,powerpop,male vocalists,28,1431,24312,2435982,1.14943378071e-05,0.0195667365479,0.00115169463639,0.0207184311843,0.0259023816658
13367,producer,male vocalists,19,468,24312,2435982,7.79972922624e-06,0.0405982905983,0.000781507074696,0.041379797673,0.0247468649251
13368,proto-punk,male vocalists,15,1895,24312,2435982,6.15768096809e-06,0.00791556728232,0.000616979269497,0.00853254655182,0.00300725185131
13369,psychedelic,male vocalists,107,17611,24312,2435982,4.39247909057e-05,0.00607574811198,0.00440111878908,0.0104768669011,0.117455282574
13370,psychedelic folk,male vocalists,19,784,24312,2435982,7.79972922624e-06,0.0242346938776,0.000781507074696,0.0250162009522,0.0147723632461
